pre_holding_cost,pre_backlog_cost,pre_system_cost,pre_profit_psc,pre_fill_hc1,pre_fill_hc2,pre_fill_agg,pre_fill_dispersion,pre_lost_u,during_holding_cost,during_backlog_cost,during_system_cost,during_profit_psc,during_fill_hc1,during_fill_hc2,during_fill_agg,during_fill_dispersion,during_lost_u,post_holding_cost,post_backlog_cost,post_system_cost,post_profit_psc,post_fill_hc1,post_fill_hc2,post_fill_agg,post_fill_dispersion,post_lost_u,episode_holding_cost,episode_backlog_cost,episode_system_cost,episode_profit_psc,episode_fill_hc1,episode_fill_hc2,episode_fill_agg,episode_fill_dispersion,episode_lost_u,peak_backlog_ds1,peak_backlog_ds2,peak_backlog_system,aub_ds1_during_post,ttr_ds1,rung,seed
16239.0,690.0,16929.0,159111.0,1.0,1.0,1.0,0.0,0,1111.0,2106420.0,2107531.0,-1954171.0,0.8967136150234741,0.8936726512114346,0.8951949860724234,0.0030409638120395543,0,106059.0,524420.0,630479.0,-95234.0,1.0345328759955816,1.0354403904252847,1.0349867782524047,-0.0009075144297030491,0,123409.0,2631530.0,2754939.0,-1890294.0,1.0,1.0,1.0,0.0,0,2882.0,194.0,7236.0,94157.0,13,b,12
15858.0,440.0,16298.0,161402.0,1.0,1.0,1.0,0.0,0,1409.0,2066750.0,2068159.0,-1914714.0,0.897606150620304,0.8997905027932961,0.8986988035979391,-0.0021843521729920656,0,107883.0,514690.0,622573.0,-89813.0,1.0342529810614918,1.0334148329258355,1.0338330513912384,0.0008381481356563025,0,125150.0,2581880.0,2707030.0,-1843125.0,1.0,1.0,1.0,0.0,0,2848.0,192.0,7117.0,92162.0,13,b,13
16002.0,570.0,16572.0,158828.0,1.0,1.0,1.0,0.0,0,1289.0,2079110.0,2080399.0,-1926519.0,0.8944636678200693,0.897467248908297,0.8959582790091265,-0.003003581088227736,0,110776.0,517660.0,628436.0,-93436.0,1.0355291513774827,1.0340981702004066,1.0348127035830619,0.0014309811770760739,0,128067.0,2597340.0,2725407.0,-1861127.0,1.0,1.0,1.0,0.0,0,2862.0,193.0,7156.0,92356.0,13,b,14
16835.0,380.0,17215.0,158750.0,0.9994972347913524,1.0,0.9997494571571739,-0.0005027652086475598,0,1173.0,2132100.0,2133273.0,-1978883.0,0.8959708232025009,0.899169837426496,0.8975736568457539,-0.0031990142239951558,0,110027.0,528020.0,638047.0,-102412.0,1.0351717691049311,1.0337072155411655,1.0344356619783797,0.0014645535637656248,0,128035.0,2660500.0,2788535.0,-1922545.0,1.0,1.0,1.0,0.0,0,2901.0,217.0,7250.0,95036.0,13,b,15
16737.0,320.0,17057.0,157928.0,1.0,1.0,1.0,0.0,0,1115.0,2085860.0,2086975.0,-1933750.0,0.8955985915492958,0.8979909941115345,0.8968046097433211,-0.0023924025622387157,0,109009.0,518860.0,627869.0,-92409.0,1.034490781131856,1.034202427269032,1.0343464868948684,0.0002883538628239979,0,126861.0,2605040.0,2731901.0,-1868231.0,1.0,1.0,1.0,0.0,0,2868.0,187.0,7174.0,92904.0,13,b,16
16322.0,160.0,16482.0,158758.0,1.0,1.0,1.0,0.0,0,1162.0,2131040.0,2132202.0,-1977162.0,0.8976243377200479,0.8952231520223152,0.8964356606541815,0.002401185697732733,0,111328.0,528890.0,640218.0,-106873.0,1.035105198382465,1.0349296756945252,1.0350170708220257,0.00017552268793985526,0,128812.0,2660090.0,2788902.0,-1925277.0,1.0,1.0,1.0,0.0,0,2902.0,218.0,7265.0,94846.0,13,b,17
16367.0,990.0,17357.0,158483.0,1.0,1.0,1.0,0.0,0,1009.0,2092890.0,2093899.0,-1940374.0,0.8934983440822729,0.8983994432846207,0.8959512407488028,-0.004901099202347825,0,106454.0,521470.0,627924.0,-93364.0,1.0356143623222196,1.0338943702843877,1.0347525155586577,0.0017199920378319078,0,123830.0,2615350.0,2739180.0,-1875255.0,1.0,1.0,1.0,0.0,0,2881.0,183.0,7210.0,93518.0,13,b,18
16506.0,320.0,16826.0,159039.0,1.0,1.0,1.0,0.0,0,1227.0,2104370.0,2105597.0,-1951677.0,0.8996159217877095,0.8976582827406765,0.89863395110067,0.001957639047033055,0,108637.0,520390.0,629027.0,-96117.0,1.0334438434246496,1.03456761190532,1.0340036776509733,-0.0011237684806704173,0,126370.0,2625080.0,2751450.0,-1888755.0,1.0,1.0,1.0,0.0,0,2874.0,201.0,7168.0,93703.0,13,b,19
16187.0,610.0,16797.0,160748.0,1.0,1.0,1.0,0.0,0,1348.0,2103820.0,2105168.0,-1950828.0,0.8978812087530392,0.897955647955648,0.897918473547268,-7.443920260874481e-05,0,107045.0,525320.0,632365.0,-98305.0,1.0343698854337153,1.0341726618705036,1.034270906126252,0.00019722356321172363,0,124580.0,2629750.0,2754330.0,-1888385.0,1.0,1.0,1.0,0.0,0,2888.0,196.0,7234.0,93906.0,13,b,20
16917.0,770.0,17687.0,158628.0,1.0,1.0,1.0,0.0,0,1351.0,2086960.0,2088311.0,-1935656.0,0.8992248062015504,0.8969844866655046,0.8980986594234645,0.002240319536045865,0,108334.0,515770.0,624104.0,-89879.0,1.0333508250247798,1.0344225056788399,1.0338869463869464,-0.0010716806540600476,0,126602.0,2603500.0,2730102.0,-1866907.0,1.0,1.0,1.0,0.0,0,2851.0,195.0,7127.0,93283.0,13,b,21
16980.0,260.0,17240.0,160170.0,1.0,0.9996685998342999,0.9998343273691186,0.000331400165700102,0,1356.0,2086580.0,2087936.0,-1934216.0,0.8986699334966748,0.8980759230369215,0.8983715057040843,0.0005940104597532692,0,107006.0,519750.0,626756.0,-93351.0,1.0334226155816932,1.034414372375175,1.0339180604930358,-0.000991756793481846,0,125342.0,2606590.0,2731932.0,-1867397.0,0.9998271391529818,1.0,0.9999136039258376,-0.00017286084701817472,0,2872.0,189.0,7170.0,93149.0,13,b,22
17188.0,170.0,17358.0,157997.0,1.0,1.0,1.0,0.0,0,1337.0,2098840.0,2100177.0,-1946682.0,0.8937760778859527,0.8945448227936067,0.8941605839416058,-0.0007687449076539954,0,111275.0,525350.0,636625.0,-102385.0,1.0355521936459908,1.035528241147205,1.0355402526917803,2.3952498785728693e-05,0,129800.0,2624360.0,2754160.0,-1891070.0,1.0,1.0,1.0,0.0,0,2879.0,208.0,7226.0,93611.0,13,b,23
16891.0,220.0,17111.0,158069.0,1.0,1.0,1.0,0.0,0,1164.0,2114090.0,2115254.0,-1960269.0,0.897606150620304,0.8985457656116339,0.8980809128630706,-0.0009396149913298846,0,108632.0,523340.0,631972.0,-96312.0,1.0340717483574626,1.0343052180955687,1.0341887777294476,-0.00023346973810611793,0,126687.0,2637650.0,2764337.0,-1898512.0,1.0,1.0,1.0,0.0,0,2890.0,203.0,7213.0,93878.0,13,b,24
16266.0,290.0,16556.0,159984.0,1.0,1.0,1.0,0.0,0,1271.0,2078870.0,2080141.0,-1927176.0,0.8975117452583957,0.8983976052121853,0.8979520392088219,-0.0008858599537895362,0,109993.0,516960.0,626953.0,-91533.0,1.0340265742345465,1.0337052397920439,1.0338667983386098,0.0003213344425025966,0,127530.0,2596120.0,2723650.0,-1858725.0,1.0,1.0,1.0,0.0,0,2858.0,174.0,7141.0,92866.0,13,b,25
16753.0,310.0,17063.0,158947.0,1.0,1.0,1.0,0.0,0,1397.0,2074620.0,2076017.0,-1923212.0,0.8954157225030503,0.8954489544895449,0.8954322716135806,-3.323198649451964e-05,0,108501.0,514160.0,622661.0,-87176.0,1.0348048030628227,1.0346534653465347,1.0347292859426314,0.00015133771628805803,0,126651.0,2589090.0,2715741.0,-1851441.0,1.0,1.0,1.0,0.0,0,2855.0,202.0,7131.0,92297.0,13,b,26
16538.0,660.0,17198.0,158332.0,0.9988344988344988,1.0,0.9994141769185706,-0.0011655011655011815,0,1017.0,2077720.0,2078737.0,-1925637.0,0.8961538461538462,0.8953529000698812,0.8957532331352673,0.0008009460839649707,0,109472.0,518470.0,627942.0,-92037.0,1.0347097892001156,1.0349985392930179,1.0348533255881498,-0.00028875009290230125,0,127027.0,2596850.0,2723877.0,-1859342.0,1.0,1.0,1.0,0.0,0,2864.0,198.0,7156.0,92801.0,13,b,27
16943.0,110.0,17053.0,158402.0,1.0,1.0,1.0,0.0,0,1210.0,2095880.0,2097090.0,-1943050.0,0.892695652173913,0.8941725747881722,0.8934362264805341,-0.0014769226142592462,0,112004.0,521570.0,633574.0,-98194.0,1.035934769947583,1.0356228172293365,1.035778748180495,0.00031195271824646653,0,130157.0,2617560.0,2747717.0,-1882842.0,1.0,1.0,1.0,0.0,0,2875.0,195.0,7202.0,93130.0,13,b,28
16583.0,590.0,17173.0,158447.0,1.0,1.0,1.0,0.0,0,1385.0,2111840.0,2113225.0,-1959055.0,0.8966230186078566,0.8938207136640557,0.8952290241579357,0.0028023049438009595,0,109808.0,526660.0,636468.0,-101893.0,1.0348735832606801,1.0355934181351383,1.035232798532452,-0.0007198348744581473,0,127776.0,2639090.0,2766866.0,-1902501.0,1.0,1.0,1.0,0.0,0,2891.0,217.0,7250.0,94062.0,13,b,29
16634.0,690.0,17324.0,158421.0,1.0,1.0,1.0,0.0,0,1325.0,2129180.0,2130505.0,-1975960.0,0.8957760989010989,0.8976323119777159,0.8966977869986169,-0.001856213076616986,0,109918.0,529400.0,639318.0,-105998.0,1.0353112274578242,1.0342589885998246,1.034786412013413,0.0010522388579996544,0,127877.0,2659270.0,2787147.0,-1923537.0,1.0,0.9999305676097899,0.9999654086962537,6.943239021006686e-05,0,2901.0,217.0,7261.0,94955.0,13,b,30
17357.0,150.0,17507.0,158193.0,1.0,1.0,1.0,0.0,0,5591.0,955860.0,961451.0,-780276.0,1.0,1.0,1.0,0.0,0,135374.0,123500.0,258874.0,249351.0,1.0,1.0,1.0,0.0,0,158322.0,1079510.0,1237832.0,-372732.0,1.0,1.0,1.0,0.0,0,1012.0,576.0,2905.0,34007.0,7,c,11
16261.0,690.0,16951.0,159079.0,1.0,1.0,1.0,0.0,0,6153.0,947840.0,953993.0,-774003.0,1.0,1.0,1.0,0.0,0,134029.0,122180.0,256209.0,252651.0,1.0,1.0,1.0,0.0,0,156443.0,1070710.0,1227153.0,-362273.0,1.0,1.0,1.0,0.0,0,1007.0,580.0,2917.0,33972.0,7,c,12
15856.0,440.0,16296.0,161414.0,1.0,1.0,1.0,0.0,0,5820.0,939860.0,945680.0,-766285.0,1.0,1.0,1.0,0.0,0,133528.0,119940.0,253468.0,253362.0,1.0,1.0,1.0,0.0,0,155204.0,1060240.0,1215444.0,-351509.0,1.0,1.0,1.0,0.0,0,1003.0,558.0,2873.0,33646.0,7,c,13
16002.0,570.0,16572.0,158828.0,1.0,1.0,1.0,0.0,0,5439.0,944980.0,950419.0,-770264.0,1.0,1.0,1.0,0.0,0,136239.0,118480.0,254719.0,254461.0,1.0,1.0,1.0,0.0,0,157680.0,1064030.0,1221710.0,-356975.0,1.0,1.0,1.0,0.0,0,998.0,554.0,2853.0,33383.0,7,c,14
16815.0,380.0,17195.0,158770.0,0.9994972347913524,1.0,0.9997494571571739,-0.0005027652086475598,0,6193.0,968440.0,974633.0,-793178.0,1.0005210142410559,1.0,1.000259965337955,0.0005210142410558838,0,135162.0,120150.0,255312.0,253133.0,1.0,1.0,1.0,0.0,0,158170.0,1088970.0,1247140.0,-381275.0,1.0,1.0,1.0,0.0,0,1016.0,583.0,2978.0,34379.0,7,c,15
16781.0,320.0,17101.0,157874.0,1.0,1.0,1.0,0.0,0,5581.0,939180.0,944761.0,-765201.0,1.0,1.0,1.0,0.0,0,133044.0,120400.0,253444.0,255511.0,1.0,1.0,1.0,0.0,0,155406.0,1059900.0,1215306.0,-351816.0,1.0,1.0,1.0,0.0,0,1001.0,562.0,2848.0,33602.0,7,c,16
16303.0,170.0,16473.0,158767.0,1.0,1.0,1.0,0.0,0,5838.0,962320.0,968158.0,-786183.0,1.0,1.0,1.0,0.0,0,136417.0,121150.0,257567.0,248783.0,1.0,1.0,1.0,0.0,0,158558.0,1083640.0,1242198.0,-378633.0,1.0,1.0,1.0,0.0,0,1008.0,590.0,2954.0,34036.0,7,c,17
16447.0,990.0,17437.0,158403.0,1.0,1.0,1.0,0.0,0,5850.0,945710.0,951560.0,-771515.0,1.0,1.0,1.0,0.0,0,133676.0,124770.0,258446.0,249789.0,1.0,1.0,1.0,0.0,0,155973.0,1071470.0,1227443.0,-363323.0,1.0,1.0,1.0,0.0,0,1007.0,545.0,2828.0,34029.0,7,c,18
16508.0,340.0,16848.0,159017.0,1.0,1.0,1.0,0.0,0,5986.0,944840.0,950826.0,-770411.0,1.0,1.0,1.0,0.0,0,135060.0,118410.0,253470.0,253080.0,1.0,1.0,1.0,0.0,0,157554.0,1063590.0,1221144.0,-358314.0,1.0,1.0,1.0,0.0,0,998.0,577.0,2895.0,33660.0,7,c,19
16209.0,630.0,16839.0,160706.0,1.0,1.0,1.0,0.0,0,6046.0,944640.0,950686.0,-769686.0,1.0,1.0,1.0,0.0,0,134697.0,121830.0,256527.0,250973.0,1.0,1.0,1.0,0.0,0,156952.0,1067100.0,1224052.0,-358007.0,1.0,1.0,1.0,0.0,0,1003.0,576.0,2913.0,33749.0,7,c,20
16919.0,790.0,17709.0,158606.0,1.0,1.0,1.0,0.0,0,6538.0,944200.0,950738.0,-771593.0,1.0,1.0,1.0,0.0,0,132035.0,119160.0,251195.0,255760.0,1.0,1.0,1.0,0.0,0,155492.0,1064150.0,1219642.0,-357227.0,1.0,1.0,1.0,0.0,0,1001.0,572.0,2898.0,33985.0,7,c,21
16920.0,260.0,17180.0,160230.0,1.0,0.9996685998342999,0.9998343273691186,0.000331400165700102,0,6259.0,946400.0,952659.0,-772474.0,1.0,1.000346680533888,1.0001741705129321,-0.0003466805338880885,0,133897.0,121110.0,255007.0,251928.0,0.999708862233609,1.0,0.9998543038638615,-0.0002911377663910031,0,157076.0,1067770.0,1224846.0,-360316.0,0.9998271391529818,1.0,0.9999136039258376,-0.00017286084701817472,0,1009.0,560.0,2890.0,33909.0,7,c,22
17149.0,180.0,17329.0,158026.0,1.0,1.0,1.0,0.0,0,5703.0,941450.0,947153.0,-766883.0,1.0,1.0,1.0,0.0,0,134473.0,121340.0,255813.0,251127.0,1.0,1.0,1.0,0.0,0,157325.0,1062970.0,1220295.0,-357730.0,1.0,1.0,1.0,0.0,0,998.0,574.0,2896.0,33498.0,7,c,23
16931.0,220.0,17151.0,158029.0,1.0,1.0,1.0,0.0,0,5756.0,955380.0,961136.0,-779766.0,1.0,1.0,1.0,0.0,0,134289.0,119140.0,253429.0,255996.0,1.0,1.0,1.0,0.0,0,156976.0,1074740.0,1231716.0,-365741.0,1.0,1.0,1.0,0.0,0,1004.0,575.0,2880.0,33579.0,7,c,24
16225.0,300.0,16525.0,160015.0,1.0,1.0,1.0,0.0,0,6175.0,930300.0,936475.0,-757355.0,1.0,1.0,1.0,0.0,0,134027.0,120010.0,254037.0,255363.0,1.0,1.0,1.0,0.0,0,156427.0,1050610.0,1207037.0,-341977.0,1.0,1.0,1.0,0.0,0,996.0,556.0,2800.0,33396.0,7,c,25
16751.0,290.0,17041.0,158969.0,1.0,1.0,1.0,0.0,0,5739.0,939110.0,944849.0,-766009.0,1.0,1.0,1.0,0.0,0,134116.0,120420.0,254536.0,254999.0,1.0,1.0,1.0,0.0,0,156606.0,1059820.0,1216426.0,-352041.0,1.0,1.0,1.0,0.0,0,999.0,569.0,2907.0,33467.0,7,c,26
16580.0,660.0,17240.0,158290.0,0.9988344988344988,1.0,0.9994141769185706,-0.0011655011655011815,0,5645.0,931950.0,937595.0,-758390.0,1.0012237762237761,1.0,1.0006116742397764,0.0012237762237761185,0,132861.0,121460.0,254321.0,255239.0,1.0,1.0,1.0,0.0,0,155086.0,1054070.0,1209156.0,-344861.0,1.0,1.0,1.0,0.0,0,991.0,573.0,2834.0,33411.0,7,c,27
16963.0,110.0,17073.0,158382.0,1.0,1.0,1.0,0.0,0,5447.0,950690.0,956137.0,-775652.0,1.0,1.0,1.0,0.0,0,135746.0,121200.0,256946.0,251659.0,1.0,1.0,1.0,0.0,0,158156.0,1072000.0,1230156.0,-365611.0,1.0,1.0,1.0,0.0,0,999.0,559.0,2906.0,33668.0,7,c,28
16523.0,590.0,17113.0,158507.0,1.0,1.0,1.0,0.0,0,5963.0,960570.0,966533.0,-785548.0,1.0,1.0,1.0,0.0,0,136338.0,121840.0,258178.0,249967.0,1.0,1.0,1.0,0.0,0,158824.0,1083000.0,1241824.0,-377074.0,1.0,1.0,1.0,0.0,0,1012.0,599.0,2975.0,34080.0,7,c,29
16634.0,690.0,17324.0,158421.0,1.0,1.0,1.0,0.0,0,6382.0,973130.0,979512.0,-797782.0,1.0,1.0,1.0,0.0,0,136853.0,119880.0,256733.0,250072.0,1.0,1.0,1.0,0.0,0,159869.0,1093700.0,1253569.0,-389289.0,1.0,1.0,1.0,0.0,0,1019.0,596.0,2977.0,34489.0,7,c,30
17357.0,150.0,17507.0,158193.0,1.0,1.0,1.0,0.0,0,22434.0,170320.0,192754.0,-14979.0,1.0,1.0,1.0,0.0,0,72568.0,63670.0,136238.0,375057.0,1.0,1.0,1.0,0.0,0,112359.0,234140.0,346499.0,518271.0,1.0,1.0,1.0,0.0,0,171.0,509.0,1112.0,4193.0,39,d,11
