pre_holding_cost,pre_backlog_cost,pre_system_cost,pre_profit_psc,pre_fill_hc1,pre_fill_hc2,pre_fill_agg,pre_fill_dispersion,pre_lost_u,during_holding_cost,during_backlog_cost,during_system_cost,during_profit_psc,during_fill_hc1,during_fill_hc2,during_fill_agg,during_fill_dispersion,during_lost_u,post_holding_cost,post_backlog_cost,post_system_cost,post_profit_psc,post_fill_hc1,post_fill_hc2,post_fill_agg,post_fill_dispersion,post_lost_u,episode_holding_cost,episode_backlog_cost,episode_system_cost,episode_profit_psc,episode_fill_hc1,episode_fill_hc2,episode_fill_agg,episode_fill_dispersion,episode_lost_u,peak_backlog_ds1,peak_backlog_ds2,peak_backlog_system,aub_ds1_during_post,ttr_ds1,rule,seed
20595.0,120.0,20715.0,184530.0,1.0,0.999856918014022,0.9999283051333524,0.0001430819859780108,1.0,6248.0,1035590.0,1041838.0,-838243.0,0.96260017809439,0.9627053426076662,0.9626528343831049,-0.00010516451327613474,504.0,156677.0,152300.0,308977.0,283783.0,0.999801093983093,1.0,0.9999002170279642,-0.00019890601690697451,4.0,183520.0,1188010.0,1371530.0,-369930.0,0.9924276037507025,0.9924977018651958,0.9924626092107212,-7.009811449332215e-05,509.0,1108.0,590.0,3040.0,38129.0,7,proportional,11
19194.0,380.0,19574.0,185906.0,0.9992872416250891,0.9998561771897023,0.9995704467353952,-0.0005689355646132377,6.0,6786.0,1024250.0,1031036.0,-828581.0,0.9631947548800477,0.9632671345378527,0.963230906921241,-7.237965780504396e-05,493.0,154350.0,152480.0,306830.0,286760.0,1.0,0.9998007174172977,0.9999003313981013,0.00019928258270229815,4.0,180330.0,1177110.0,1357440.0,-355915.0,0.9925415100482434,0.9925567878536267,0.9925491415959353,-1.5277805383240306e-05,503.0,1096.0,596.0,3044.0,37969.0,7,proportional,12
19165.0,100.0,19265.0,187975.0,0.9998588368153586,0.9998570611778159,0.9998579545454546,1.7756375426669635e-06,2.0,6547.0,1023950.0,1030497.0,-828467.0,0.9634894508454287,0.9630681818181818,0.9632787375663749,0.00042126902724692883,491.0,153907.0,149180.0,303087.0,288223.0,0.9996995192307693,0.9999500948198423,0.9998250262460631,-0.0002505755890730432,7.0,179619.0,1173230.0,1352849.0,-352269.0,0.9925596561434712,0.9926160963169445,0.9925878707917637,-5.644017347328223e-05,500.0,1102.0,585.0,3013.0,37808.0,7,proportional,13
19170.0,370.0,19540.0,185320.0,0.9992799539170507,0.9998568155784651,0.9995692130959218,-0.0005768616614143518,6.0,6042.0,1026240.0,1032282.0,-829957.0,0.9620178041543027,0.9611069558713538,0.9615642458100558,0.0009108482829489617,516.0,156945.0,148690.0,305635.0,288375.0,1.0,1.0,1.0,0.0,0.0,182157.0,1175300.0,1357457.0,-356262.0,0.9922581793373476,0.9922652916073968,0.9922617371066013,-7.112270049236535e-06,522.0,1094.0,580.0,2982.0,37531.0,7,proportional,14
20222.0,310.0,20532.0,184958.0,0.9994258647911584,0.9994291422862851,0.9994275082295692,-3.2774951267411367e-06,5.0,6847.0,1036490.0,1043337.0,-839807.0,0.9623399821375409,0.9615840996736873,0.961961367013373,0.0007558824638536077,515.0,154562.0,147800.0,302362.0,290528.0,0.999899879855827,0.9998015479261758,0.9998504933718728,9.83319296511409e-05,6.0,181631.0,1184600.0,1366231.0,-364321.0,0.992305635602032,0.9921250553015779,0.9922150193884498,0.0001805803004540918,526.0,1103.0,602.0,3090.0,38007.0,7,proportional,15
20322.0,220.0,20542.0,183968.0,1.0,0.9995683453237411,0.999784436300927,0.00043165467625894127,3.0,6230.0,1020490.0,1026720.0,-824725.0,0.9629518072289157,0.9624294624294625,0.9626887991625542,0.0005223447994532338,499.0,153804.0,150950.0,304754.0,288651.0,0.9998503964494091,0.9999502016831832,0.999900333881497,-9.980523377406403e-05,4.0,180356.0,1171660.0,1352016.0,-352106.0,0.992602495543672,0.9923885680438324,0.9924953652206155,0.00021392749983961679,506.0,1093.0,589.0,2982.0,37687.0,7,proportional,16
20000.0,110.0,20110.0,184690.0,0.9997125197642662,1.0,0.9998564249820531,-0.00028748023573377246,2.0,6524.0,1033810.0,1040334.0,-836274.0,0.9624137424754075,0.9616188769414575,0.9620196934922632,0.0007948655339499178,513.0,156175.0,150400.0,306575.0,284260.0,0.9998494202680319,0.9998006578291637,0.999824951861762,4.876243886819953e-05,5.0,182699.0,1184320.0,1367019.0,-367324.0,0.9922531239796979,0.9922632281013783,0.9922581793373476,-1.010412168045427e-05,520.0,1097.0,608.0,3068.0,37921.0,7,proportional,17
19808.0,790.0,20598.0,184662.0,0.9995698308001147,0.9990005711022273,0.9992845900701102,0.0005692596978874587,10.0,6462.0,1028360.0,1034822.0,-832292.0,0.962520531581305,0.9639236732259988,0.9632226781051846,-0.001403141644693795,493.0,155045.0,154820.0,309865.0,283045.0,0.9998501199040767,0.9998008959681434,0.9998254625243106,4.9223935933317975e-05,7.0,181315.0,1183970.0,1365285.0,-364585.0,0.9923709442811767,0.9925152357848648,0.9924432129680393,-0.00014429150368810983,510.0,1105.0,562.0,2964.0,38168.0,7,proportional,18
19978.0,260.0,20238.0,185142.0,0.9995700157660886,1.0,0.9997851464584975,-0.00042998423391138463,3.0,6615.0,1022570.0,1029185.0,-826350.0,0.9629186602870813,0.9625278810408922,0.9627227316782226,0.0003907792461891324,500.0,154334.0,147260.0,301594.0,289081.0,0.9997506607490151,0.9998996386993175,0.9998249168354969,-0.00014897795030244243,7.0,180927.0,1170090.0,1351017.0,-352127.0,0.9924076161100895,0.9924492404649365,0.9924284038778449,-4.1624354847003e-05,510.0,1088.0,595.0,3011.0,37595.0,7,proportional,19
19591.0,370.0,19961.0,187099.0,0.9994335080016995,0.9998575498575498,0.9996449115829842,-0.00042404185585032117,5.0,6694.0,1026980.0,1033674.0,-830109.0,0.9635308127418875,0.9637551990493167,0.9636431226765799,-0.00022438630742926957,489.0,154617.0,150440.0,305057.0,287018.0,1.0,0.9995521496815286,0.9997753594249201,0.0004478503184713878,9.0,180902.0,1177790.0,1358692.0,-355992.0,0.9926215663614544,0.9924958638619712,0.9925586211997929,0.00012570249948318235,503.0,1094.0,596.0,3061.0,37693.0,7,proportional,20
19962.0,550.0,20512.0,185238.0,0.9992874447769702,0.9994272623138603,0.9993571887722306,-0.00013981753689007448,9.0,7189.0,1025380.0,1032569.0,-831074.0,0.9624773960216998,0.962520531581305,0.9624990624765619,-4.313555960522297e-05,500.0,152549.0,146670.0,299219.0,292496.0,1.0,0.9998502171850816,0.9999250749250749,0.00014978281491839773,3.0,179700.0,1172600.0,1352300.0,-353340.0,0.9924548479087453,0.9923464847226342,0.9924006293228842,0.00010836318611107121,512.0,1095.0,592.0,3022.0,37993.0,7,proportional,21
20538.0,200.0,20738.0,186237.0,1.0,0.9995735607675906,0.9997868106878909,0.0004264392324093702,3.0,6914.0,1026670.0,1033584.0,-830924.0,0.9625412046748577,0.9632932085005201,0.9629187495336865,-0.0007520038256624284,497.0,153513.0,150890.0,304403.0,286912.0,0.9995008485574524,0.9999000199960008,0.999700284729507,-0.00039917143854839576,8.0,180965.0,1177760.0,1358725.0,-357775.0,0.9922951548377538,0.9925373134328358,0.9924162753840001,-0.00024215859508203152,508.0,1102.0,591.0,3024.0,37990.0,7,proportional,22
20270.0,130.0,20400.0,184465.0,0.9998567540466982,0.9998563218390805,0.9998565382684169,4.322076176954681e-07,2.0,6325.0,1025110.0,1031435.0,-828735.0,0.9632002383790227,0.9623287671232876,0.9627643729520405,0.0008714712557350568,500.0,153677.0,149690.0,303367.0,287858.0,0.999950114736107,0.9995988969666583,0.9997749493636068,0.0003512177694486862,9.0,180272.0,1174930.0,1355202.0,-356412.0,0.9926198168291888,0.9922072514202434,0.9924138954869358,0.00041256540894540894,511.0,1096.0,598.0,3048.0,37597.0,7,proportional,23
