seed,pre_holding_cost,pre_backlog_cost,pre_system_cost,pre_profit_psc,pre_fill_hc1,pre_fill_hc2,pre_fill_agg,pre_fill_dispersion,pre_lost_u,during_holding_cost,during_backlog_cost,during_system_cost,during_profit_psc,during_fill_hc1,during_fill_hc2,during_fill_agg,during_fill_dispersion,during_lost_u,post_holding_cost,post_backlog_cost,post_system_cost,post_profit_psc,post_fill_hc1,post_fill_hc2,post_fill_agg,post_fill_dispersion,post_lost_u,episode_holding_cost,episode_backlog_cost,episode_system_cost,episode_profit_psc,episode_fill_hc1,episode_fill_hc2,episode_fill_agg,episode_fill_dispersion,episode_lost_u,peak_backlog_ds1,peak_backlog_ds2,peak_backlog_system,aub_ds1_during_post,ttr_ds1,pre_bullwhip_ds1,pre_bullwhip_ds2,during_bullwhip_ds1,during_bullwhip_ds2,post_bullwhip_ds1,post_bullwhip_ds2,episode_bullwhip_ds1,episode_bullwhip_ds2,policy,premium,coverage,dp_cost
23,39463.0,200.0,39663.0,135712.0,1.0,1.0,1.0,0.0,0,14397.0,818040.0,832437.0,-654427.0,1.0,1.0,1.0,0.0,0,174097.0,91370.0,265467.0,243223.0,1.0,1.0,1.0,0.0,0,227957.0,909610.0,1137567.0,-275492.0,1.0,1.0,1.0,0.0,0,716.0,433.0,2629.0,23242.0,6,2.0903904907389723,2.0903904907389723,1.4626908030489434,1.0871067199147169,1.1927946325508583,1.211116646452223,1.163299276345419,1.21894784050844,h2_buffer_B240_both,23456.0,-28934.0,1097904.0
24,39749.0,380.0,40129.0,135091.0,1.0,1.0,1.0,0.0,0,14170.0,827190.0,841360.0,-662155.0,1.0,1.0,1.0,0.0,0,177265.0,91360.0,268625.0,243040.0,1.0,1.0,1.0,0.0,0,231184.0,918930.0,1150114.0,-284024.0,1.0,1.0,1.0,0.0,0,719.0,460.0,2703.0,23255.0,6,1.690409074291432,1.690409074291432,1.475603986772001,1.0656891553080017,1.2051876211131023,1.1912290603699158,1.1652419056274246,1.2042790444216696,h2_buffer_B240_both,23608.0,-43411.0,1109985.0
25,38811.0,540.0,39351.0,137229.0,1.0,1.0,1.0,0.0,0,14966.0,811940.0,826906.0,-649906.0,1.0,1.0,1.0,0.0,0,175785.0,93400.0,269185.0,242025.0,1.0,1.0,1.0,0.0,0,229562.0,905880.0,1135442.0,-270652.0,1.0,1.0,1.0,0.0,0,717.0,418.0,2611.0,23242.0,6,1.6107775061124694,1.6107775061124694,1.4740562171361535,1.1234056068197562,1.1920504449175227,1.2021099863548372,1.1633981160331803,1.2193614573057445,h2_buffer_B240_both,23425.0,-52363.0,1096091.0
26,39149.0,350.0,39499.0,136531.0,1.0,1.0,1.0,0.0,0,14474.0,807520.0,821994.0,-645199.0,1.0,1.0,1.0,0.0,0,173607.0,89410.0,263017.0,248033.0,1.0,1.0,1.0,0.0,0,227230.0,897280.0,1124510.0,-260635.0,1.0,1.0,1.0,0.0,0,702.0,480.0,2694.0,22575.0,6,1.8506959587820908,1.8506959587820908,1.4862294839474215,1.0912370431827971,1.1870840906468603,1.1923767404142922,1.1612525899126511,1.2109814816681694,h2_buffer_B240_both,23542.0,-43088.0,1085011.0
27,39394.0,660.0,40054.0,135536.0,0.9988344988344988,1.0,0.9994141769185706,-0.0011655011655011815,0,14374.0,802790.0,817164.0,-639869.0,1.0012237762237761,1.0,1.0006116742397764,0.0012237762237761185,0,175622.0,91060.0,266682.0,244533.0,1.0,1.0,1.0,0.0,0,229390.0,894510.0,1123900.0,-259800.0,1.0,1.0,1.0,0.0,0,710.0,417.0,2569.0,23041.0,6,1.6904071991431406,1.6904071991431406,1.4651253461547826,1.099307941214695,1.1819753269491426,1.2004848656467322,1.1565263608043037,1.2143138211940936,h2_buffer_B240_both,23246.0,-40435.0,1083846.0
28,39053.0,110.0,39163.0,136312.0,1.0,1.0,1.0,0.0,0,13999.0,817790.0,831789.0,-653244.0,1.0,1.0,1.0,0.0,0,175631.0,90820.0,266451.0,243494.0,1.0,1.0,1.0,0.0,0,228683.0,908720.0,1137403.0,-273438.0,1.0,1.0,1.0,0.0,0,711.0,445.0,2647.0,23179.0,6,1.680431482556716,1.680431482556716,1.4894115736497995,1.0775690315997708,1.1918167021533472,1.2137760572521317,1.162743029414905,1.2143528724540917,h2_buffer_B240_both,22900.0,-41063.0,1098240.0
29,39020.0,640.0,39660.0,135980.0,1.0,1.0,1.0,0.0,0,14500.0,824920.0,839420.0,-660650.0,1.0,1.0,1.0,0.0,0,176612.0,91150.0,267762.0,242033.0,1.0,1.0,1.0,0.0,0,230132.0,916710.0,1146842.0,-282637.0,1.0,1.0,1.0,0.0,0,719.0,442.0,2667.0,23406.0,6,1.6365256229431124,1.6365256229431124,1.4613841511891272,1.0998882502745073,1.2001622231861668,1.193124360374693,1.1645977535642673,1.2124919450399028,h2_buffer_B240_both,23429.0,-21227.0,1107182.0
30,39583.0,1060.0,40643.0,135122.0,1.0,1.0,1.0,0.0,0,14703.0,835400.0,850103.0,-670788.0,1.0,1.0,1.0,0.0,0,175098.0,90620.0,265718.0,242637.0,1.0,0.9998830751242327,0.9999416824610001,0.00011692487576731025,0,229384.0,927080.0,1156464.0,-293029.0,1.0,0.9999305676097899,0.9999654086962537,6.943239021006686e-05,0,729.0,456.0,2708.0,23766.0,6,1.6726516544117647,1.6726516544117647,1.4937744312358063,1.0857680228665467,1.1891873809654705,1.2054116884343689,1.1683572939796922,1.2158131867102313,h2_buffer_B240_both,23692.0,-22809.0,1115821.0
11,28837.0,390.0,29227.0,146233.0,1.0,1.0,1.0,0.0,0,5632.0,915310.0,920942.0,-742707.0,1.0,1.0,1.0,0.0,0,145661.0,96470.0,242131.0,269389.0,1.0,1.0,1.0,0.0,0,180130.0,1012170.0,1192300.0,-327085.0,1.0,1.0,1.0,0.0,0,717.0,691.0,3165.0,23312.0,6,1.7917133258678615,1.7796138002059727,1.4778761372974787,1.1031172710697394,1.2100242091772793,1.2115230032809112,1.1682669770998184,1.2173927331342262,h2_buffer_B240_d,12590.0,-93981.0,1163073.0
12,27795.0,740.0,28535.0,147300.0,1.0,1.0,1.0,0.0,0,6036.0,899500.0,905536.0,-728551.0,1.0,1.0,1.0,0.0,0,140141.0,94840.0,234981.0,276689.0,1.0,1.0,1.0,0.0,0,173972.0,995080.0,1169052.0,-304562.0,1.0,1.0,1.0,0.0,0,713.0,654.0,3106.0,23229.0,6,1.5638596123624937,1.303940631278761,1.4848677256116496,1.1136291428384868,1.2169497456507417,1.1935170836706686,1.168339672660466,1.2149613610714762,h2_buffer_B240_d,12509.0,-83445.0,1140517.0
13,27329.0,530.0,27859.0,149666.0,1.0,1.0,1.0,0.0,0,6067.0,888140.0,894207.0,-717712.0,1.0,1.0,1.0,0.0,0,141635.0,93910.0,235545.0,274230.0,1.0,1.0,1.0,0.0,0,175031.0,982580.0,1157611.0,-293816.0,1.0,1.0,1.0,0.0,0,710.0,607.0,3028.0,22991.0,6,1.7840906761770066,1.4871148533087755,1.4982856547235448,1.1133632535283824,1.20337036603648,1.2100403983906698,1.1653749504859054,1.217802662926876,h2_buffer_B240_d,12652.0,-80328.0,1129752.0
14,27546.0,570.0,28116.0,147104.0,1.0,1.0,1.0,0.0,0,5565.0,900400.0,905965.0,-728815.0,1.0,1.0,1.0,0.0,0,143226.0,93980.0,237206.0,274259.0,1.0,1.0,1.0,0.0,0,176337.0,994950.0,1171287.0,-307452.0,1.0,1.0,1.0,0.0,0,710.0,626.0,3027.0,22974.0,6,1.6335552735427568,1.8824992463069041,1.4938232128285518,1.1380255503464476,1.1959973237597736,1.202924165025386,1.1600637969863161,1.2225501819295927,h2_buffer_B240_d,12404.0,-83234.0,1143171.0
15,28244.0,410.0,28654.0,147121.0,0.9994972347913524,1.0,0.9997494571571739,-0.0005027652086475598,0,5997.0,911860.0,917857.0,-739472.0,1.0005210142410559,1.0,1.000259965337955,0.0005210142410558838,0,142762.0,91890.0,234652.0,276958.0,1.0,1.0,1.0,0.0,0,177003.0,1004160.0,1181163.0,-315393.0,1.0,1.0,1.0,0.0,0,714.0,681.0,3139.0,23224.0,6,1.6128347394071716,1.4234262072754114,1.4929671490235787,1.12047234384861,1.1993251490831023,1.2156165825403562,1.164119831691619,1.2212145343485437,h2_buffer_B240_d,12579.0,-66631.0,1152509.0
16,28649.0,360.0,29009.0,145831.0,1.0,1.0,1.0,0.0,0,5633.0,892910.0,898543.0,-721903.0,1.0,1.0,1.0,0.0,0,143724.0,94940.0,238664.0,273541.0,1.0,1.0,1.0,0.0,0,178006.0,988210.0,1166216.0,-302531.0,1.0,1.0,1.0,0.0,0,709.0,632.0,3037.0,22955.0,6,1.7248827700345608,1.391381096899177,1.4712701055074238,1.1218529758257214,1.1933110361763015,1.207178956257124,1.160784989190839,1.2192657685188142,h2_buffer_B240_d,12684.0,-75851.0,1137207.0
17,28410.0,160.0,28570.0,146550.0,1.0,1.0,1.0,0.0,0,5768.0,918860.0,924628.0,-745848.0,1.0,1.0,1.0,0.0,0,144549.0,94420.0,238969.0,270306.0,1.0,0.999883761478554,0.9999416382152966,0.00011623852144604374,0,178727.0,1013440.0,1192167.0,-328992.0,1.0,0.9999308317482276,0.9999653895407192,6.916825177238906e-05,0,719.0,664.0,3122.0,23407.0,6,1.5168805906364673,1.4191855696320417,1.4771722883366514,1.1395991600151272,1.2031291736500507,1.1988685478970031,1.1647780693306606,1.2199906742692448,h2_buffer_B240_d,12590.0,-95283.0,1163597.0
18,28140.0,1030.0,29170.0,146505.0,1.0,1.0,1.0,0.0,0,5766.0,894010.0,899776.0,-722806.0,1.0,1.0,1.0,0.0,0,140349.0,96490.0,236839.0,274296.0,1.0,1.0,1.0,0.0,0,174255.0,991530.0,1165785.0,-302005.0,1.0,1.0,1.0,0.0,0,702.0,680.0,3113.0,22795.0,6,1.8991606860479262,1.794575842959995,1.501267607395451,1.092072839780207,1.2151784408156914,1.1966252597195688,1.1757771434591273,1.2144265800959277,h2_buffer_B240_d,12521.0,-85018.0,1136615.0
19,28210.0,400.0,28610.0,147020.0,1.0,1.0,1.0,0.0,0,5914.0,908790.0,914704.0,-737234.0,1.0,1.0,1.0,0.0,0,141791.0,92440.0,234231.0,274849.0,1.0,1.0,1.0,0.0,0,175915.0,1001630.0,1177545.0,-315365.0,1.0,1.0,1.0,0.0,0,708.0,679.0,3141.0,23103.0,6,1.9843024867172618,1.8095647064141391,1.4835885761589402,1.0797588717950402,1.2202604596397666,1.2027191741617937,1.1711867331359764,1.210952691629528,h2_buffer_B240_d,12680.0,-79570.0,1148935.0
20,27751.0,700.0,28451.0,148934.0,1.0,1.0,1.0,0.0,0,6099.0,915500.0,921599.0,-743494.0,1.0,1.0,1.0,0.0,0,142371.0,95070.0,237441.0,272969.0,1.0,1.0,1.0,0.0,0,176221.0,1011270.0,1187491.0,-321591.0,1.0,1.0,1.0,0.0,0,717.0,695.0,3182.0,23428.0,6,1.5148650784690076,1.4196961993135881,1.472163614548486,1.109620350958585,1.1970119263163064,1.1984631240137082,1.1583578974640978,1.2127809227452548,h2_buffer_B240_d,12503.0,-96470.0,1159040.0
21,28141.0,780.0,28921.0,147189.0,1.0,1.0,1.0,0.0,0,6545.0,904330.0,910875.0,-734720.0,1.0,1.0,1.0,0.0,0,138010.0,91560.0,229570.0,280210.0,1.0,1.0,1.0,0.0,0,172696.0,996670.0,1169366.0,-307321.0,1.0,1.0,1.0,0.0,0,717.0,636.0,3095.0,23588.0,6,1.8263099002176322,1.8076463560334526,1.4918607324147481,1.1073109130180583,1.2071346992639702,1.2028412036258052,1.1696109622415138,1.2203396353652427,h2_buffer_B240_d,12448.0,-86537.0,1140445.0
22,28425.0,260.0,28685.0,148540.0,1.0,0.9996685998342999,0.9998343273691186,0.000331400165700102,0,6318.0,899760.0,906078.0,-728843.0,1.0,1.000346680533888,1.0001741705129321,-0.0003466805338880885,0,140939.0,94980.0,235919.0,273836.0,0.999708862233609,1.0,0.9998543038638615,-0.0002911377663910031,0,175682.0,995000.0,1170682.0,-306467.0,0.9998271391529818,1.0,0.9999136039258376,-0.00017286084701817472,0,715.0,643.0,3083.0,23217.0,6,1.535055350553505,1.4695313742467886,1.4834365922003134,1.0901958793075288,1.2035229454444283,1.197169762741796,1.1632244796222273,1.2112169458587463,h2_buffer_B240_d,12721.0,-80498.0,1141997.0
23,28531.0,220.0,28751.0,146414.0,1.0,1.0,1.0,0.0,0,5760.0,906190.0,911950.0,-734630.0,1.0,1.0,1.0,0.0,0,139972.0,94850.0,234822.0,274558.0,1.0,1.0,1.0,0.0,0,174263.0,1001260.0,1175523.0,-313658.0,1.0,1.0,1.0,0.0,0,713.0,652.0,3083.0,23198.0,6,1.840535117056856,1.7313124419420274,1.4658349472637335,1.1152736167709056,1.1945834264713246,1.2054063445521543,1.1599637449073306,1.221064265451214,h2_buffer_B240_d,12544.0,-77802.0,1146772.0
24,28576.0,380.0,28956.0,146024.0,1.0,1.0,1.0,0.0,0,5690.0,921190.0,926880.0,-748510.0,1.0,1.0,1.0,0.0,0,144074.0,92930.0,237004.0,275566.0,1.0,1.0,1.0,0.0,0,178340.0,1014500.0,1192840.0,-326920.0,1.0,1.0,1.0,0.0,0,715.0,690.0,3162.0,23177.0,6,2.194831992010809,1.9831854114142424,1.4745711838160191,1.108534194597679,1.1942261534773728,1.1972873246794165,1.1591247695925926,1.2161049381933742,h2_buffer_B240_d,12435.0,-97310.0,1163884.0
25,27790.0,540.0,28330.0,148035.0,1.0,1.0,1.0,0.0,0,6314.0,896570.0,902884.0,-726569.0,1.0,1.0,1.0,0.0,0,144212.0,97590.0,241802.0,270538.0,1.0,1.0,1.0,0.0,0,178316.0,994700.0,1173016.0,-307996.0,1.0,1.0,1.0,0.0,0,717.0,650.0,3097.0,23251.0,6,1.9356696696696696,1.7892753502780268,1.473397906165575,1.1162113362562918,1.2080834481159917,1.2087836387584963,1.1657508847793479,1.2193030955520385,h2_buffer_B240_d,12404.0,-100958.0,1144686.0
26,28162.0,310.0,28472.0,147373.0,1.0,1.0,1.0,0.0,0,5982.0,895560.0,901542.0,-725707.0,1.0,1.0,1.0,0.0,0,141572.0,92640.0,234212.0,277973.0,1.0,1.0,1.0,0.0,0,175716.0,988510.0,1164226.0,-300361.0,1.0,1.0,1.0,0.0,0,701.0,696.0,3132.0,22593.0,6,1.7087153657457674,1.4323150362712733,1.4906680895184745,1.0805906295911454,1.2038358491994117,1.2106934419870228,1.1655970805713582,1.2098019967531417,h2_buffer_B240_d,12515.0,-93831.0,1135754.0
27,28515.0,740.0,29255.0,146130.0,0.9986679986679987,1.0,0.9993304879069378,-0.001332001332001287,0,5747.0,891930.0,897677.0,-721297.0,1.0013986013986014,1.0,1.00069905627403,0.0013986013986013734,0,143228.0,94460.0,237688.0,274852.0,1.0,1.0,1.0,0.0,0,177490.0,987130.0,1164620.0,-300315.0,1.0,1.0,1.0,0.0,0,705.0,640.0,3049.0,22953.0,6,1.7911220497023688,1.696122037317196,1.4700233771833013,1.1047009755741322,1.1913650293988076,1.2094650889753937,1.1567681234296392,1.2173602260730294,h2_buffer_B240_d,12447.0,-91954.0,1135365.0
28,29104.0,130.0,29234.0,145941.0,1.0,0.9998327479511624,0.9999162408911969,0.00016725204883760725,0,5487.0,907470.0,912957.0,-735507.0,1.0,1.0001729206294312,1.0000867077083153,-0.00017292062943119468,0,141816.0,94450.0,236266.0,274869.0,1.0,1.0,1.0,0.0,0,176407.0,1002050.0,1178457.0,-314697.0,1.0,1.0,1.0,0.0,0,709.0,662.0,3096.0,23089.0,6,2.355493061140769,1.396763871478525,1.493805267785516,1.0968844649827074,1.211213244317903,1.2075275261560598,1.1735747033059487,1.2136464413087633,h2_buffer_B240_d,12971.0,-92046.0,1149223.0
29,28160.0,630.0,28790.0,146655.0,1.0,1.0,1.0,0.0,0,6015.0,915160.0,921175.0,-743250.0,1.0,1.0,1.0,0.0,0,142724.0,95300.0,238024.0,272616.0,1.0,1.0,1.0,0.0,0,176899.0,1011090.0,1187989.0,-323979.0,1.0,1.0,1.0,0.0,0,722.0,645.0,3110.0,23479.0,6,1.7462571662571662,1.445449966693204,1.4628153628958545,1.115570459611126,1.1896214105663099,1.2012899493320626,1.1606095985562093,1.2161963021359383,h2_buffer_B240_d,12559.0,-73244.0,1159199.0
30,29849.0,1510.0,31359.0,144696.0,1.0,1.0,1.0,0.0,0,7147.0,896600.0,903747.0,-725402.0,1.0,1.0,1.0,0.0,0,142626.0,92530.0,235156.0,273899.0,1.0,0.9998830751242327,0.9999416824610001,0.00011692487576731025,0,179622.0,990640.0,1170262.0,-306807.0,1.0,0.9999305676097899,0.9999654086962537,6.943239021006686e-05,0,728.0,614.0,3032.0,23789.0,6,1.4304064845185551,1.98511424490501,1.496351220877617,1.063270700725883,1.1980887884572196,1.2078226626970523,1.1637941182032756,1.1945980041549815,h2_buffer_B240_d,14408.0,-45891.0,1138903.0
11,34999.0,390.0,35389.0,140061.0,1.0,1.0,1.0,0.0,0,5915.0,939000.0,944915.0,-767975.0,1.0,1.0,1.0,0.0,0,158992.0,103150.0,262142.0,250358.0,1.0,1.0,1.0,0.0,0,199906.0,1042540.0,1242446.0,-377556.0,1.0,1.0,1.0,0.0,0,702.0,671.0,3252.0,22208.0,6,1.937038017471339,1.7558149125701088,1.440470729568075,1.16832238932895,1.202282764388936,1.2109929461759332,1.167343854194731,1.230570214242371,h2_buffer_B360_d,18752.0,-137965.0,1207057.0
12,34051.0,740.0,34791.0,141024.0,1.0,1.0,1.0,0.0,0,6333.0,937970.0,944303.0,-768573.0,1.0,1.0,1.0,0.0,0,154871.0,102690.0,257561.0,255359.0,1.0,1.0,1.0,0.0,0,195255.0,1041400.0,1236655.0,-372190.0,1.0,1.0,1.0,0.0,0,708.0,655.0,3246.0,22572.0,6,1.6089970189974,1.251183204006384,1.438132227408957,1.1234927487184645,1.228944901316092,1.1949285786332984,1.1751053158515399,1.2155927350666453,h2_buffer_B360_d,18765.0,-144792.0,1201864.0
13,33345.0,530.0,33875.0,143635.0,1.0,1.0,1.0,0.0,0,6413.0,926190.0,932603.0,-757353.0,1.0,1.0,1.0,0.0,0,155567.0,100240.0,255807.0,254963.0,1.0,1.0,1.0,0.0,0,195325.0,1026960.0,1222285.0,-358755.0,1.0,1.0,1.0,0.0,0,698.0,643.0,3169.0,22133.0,6,2.067207746842518,1.5617911336280934,1.4484051269658638,1.1591332341441312,1.2156700374112448,1.1965458133410567,1.170713655653661,1.2252205784372008,h2_buffer_B360_d,18668.0,-138986.0,1188410.0
14,33791.0,570.0,34361.0,140869.0,1.0,1.0,1.0,0.0,0,5904.0,928400.0,934304.0,-758464.0,1.0,1.0,1.0,0.0,0,157878.0,100080.0,257958.0,254827.0,1.0,1.0,1.0,0.0,0,197573.0,1029050.0,1226623.0,-362768.0,1.0,1.0,1.0,0.0,0,692.0,650.0,3165.0,21810.0,6,1.602010979267671,1.6173477984124611,1.4522212255069225,1.156361099700458,1.2014675308762026,1.1997877032738056,1.1637523105594965,1.2241750634208748,h2_buffer_B360_d,18649.0,-132325.0,1192262.0
15,34318.0,410.0,34728.0,141037.0,0.9994972347913524,1.0,0.9997494571571739,-0.0005027652086475598,0,6362.0,947780.0,954142.0,-776982.0,1.0005210142410559,1.0,1.000259965337955,0.0005210142410558838,0,157564.0,99650.0,257214.0,255431.0,1.0,1.0,1.0,0.0,0,198244.0,1047840.0,1246084.0,-380514.0,1.0,1.0,1.0,0.0,0,708.0,662.0,3244.0,22580.0,6,1.8998634342789928,1.4538664669714645,1.445948559386719,1.093351756529646,1.191232590311095,1.2023468007530196,1.1650999284976598,1.2121338506002741,h2_buffer_B360_d,18653.0,-125478.0,1211356.0
16,34800.0,360.0,35160.0,139680.0,1.0,1.0,1.0,0.0,0,6024.0,928350.0,934374.0,-758994.0,1.0,1.0,1.0,0.0,0,155325.0,100990.0,256315.0,256410.0,1.0,1.0,1.0,0.0,0,196149.0,1029700.0,1225849.0,-362904.0,1.0,1.0,1.0,0.0,0,700.0,644.0,3187.0,22168.0,6,1.669493288590604,1.3209517294543736,1.4314435463057091,1.1222944165068676,1.2119755605852593,1.200356632320723,1.1692380745727182,1.2184190107715565,h2_buffer_B360_d,18835.0,-129333.0,1190689.0
17,34534.0,160.0,34694.0,140416.0,1.0,1.0,1.0,0.0,0,6255.0,948890.0,955145.0,-777420.0,1.0,1.0,1.0,0.0,0,157695.0,100690.0,258385.0,251700.0,1.0,0.999883761478554,0.9999416382152966,0.00011623852144604374,0,198484.0,1049740.0,1248224.0,-385304.0,1.0,0.9999308317482276,0.9999653895407192,6.916825177238906e-05,0,709.0,649.0,3207.0,22634.0,6,1.6117124306038657,1.3666956588902583,1.4384090706622683,1.109465378752509,1.204055119612814,1.1931352266233055,1.1679230894259034,1.2130695657677106,h2_buffer_B360_d,18714.0,-145216.0,1213530.0
18,34265.0,1030.0,35295.0,140360.0,1.0,1.0,1.0,0.0,0,6050.0,922390.0,928440.0,-752760.0,1.0,1.0,1.0,0.0,0,155469.0,100990.0,256459.0,255976.0,1.0,1.0,1.0,0.0,0,195784.0,1024410.0,1220194.0,-356424.0,1.0,1.0,1.0,0.0,0,687.0,671.0,3215.0,21736.0,6,2.2624047665559686,1.8444369052635035,1.461284541969342,1.1167265792069119,1.2134472013415645,1.202349350374032,1.1770533869438482,1.2209022066453,h2_buffer_B360_d,18646.0,-133302.0,1184899.0
19,34256.0,400.0,34656.0,140959.0,1.0,1.0,1.0,0.0,0,6288.0,936120.0,942408.0,-766183.0,1.0,1.0,1.0,0.0,0,156360.0,98220.0,254580.0,255675.0,1.0,1.0,1.0,0.0,0,196904.0,1034740.0,1231644.0,-369549.0,1.0,1.0,1.0,0.0,0,696.0,671.0,3228.0,22206.0,6,2.3954144047062327,1.8464489183033541,1.436570287763515,1.1192691305439313,1.2141209462036904,1.199429111065136,1.1715795722941273,1.2171867672617254,h2_buffer_B360_d,18726.0,-127623.0,1196988.0
20,34001.0,700.0,34701.0,142689.0,1.0,1.0,1.0,0.0,0,6449.0,946280.0,952729.0,-775884.0,1.0,1.0,1.0,0.0,0,156095.0,101020.0,257115.0,254285.0,1.0,1.0,1.0,0.0,0,196545.0,1048000.0,1244545.0,-378910.0,1.0,1.0,1.0,0.0,0,704.0,693.0,3293.0,22516.0,6,1.5633598976817593,1.292722712494194,1.4374516645477375,1.1169633596736044,1.2220013152403475,1.19821776293574,1.1703007366925156,1.2157944089292876,h2_buffer_B360_d,18753.0,-147274.0,1209844.0
21,34401.0,780.0,35181.0,140929.0,1.0,1.0,1.0,0.0,0,6816.0,928220.0,935036.0,-760186.0,1.0,1.0,1.0,0.0,0,153849.0,97470.0,251319.0,259766.0,1.0,1.0,1.0,0.0,0,195066.0,1026470.0,1221536.0,-359491.0,1.0,1.0,1.0,0.0,0,697.0,644.0,3179.0,22385.0,6,1.8512752324765802,1.6384013266699409,1.4577765382061376,1.117011699926631,1.2153584390945344,1.1888426079377659,1.1756644379674677,1.2165469814611554,h2_buffer_B360_d,18708.0,-132447.0,1186355.0
22,34447.0,260.0,34707.0,142513.0,1.0,0.9996685998342999,0.9998343273691186,0.000331400165700102,0,6674.0,931930.0,938604.0,-762574.0,1.0,1.000346680533888,1.0001741705129321,-0.0003466805338880885,0,155673.0,100970.0,256643.0,254252.0,0.999708862233609,1.0,0.9998543038638615,-0.0002911377663910031,0,196794.0,1033160.0,1229954.0,-365809.0,0.9998271391529818,1.0,0.9999136039258376,-0.00017286084701817472,0,701.0,645.0,3215.0,22324.0,6,1.6744605285514775,1.4029481146898741,1.4455532915491158,1.1019166323458554,1.2100902397700828,1.1951348205346966,1.1687055964242499,1.2118974213476037,h2_buffer_B360_d,18743.0,-133748.0,1195247.0
23,34773.0,220.0,34993.0,140167.0,1.0,1.0,1.0,0.0,0,6124.0,939340.0,945464.0,-769344.0,1.0,1.0,1.0,0.0,0,156934.0,101760.0,258694.0,251991.0,1.0,1.0,1.0,0.0,0,197831.0,1041320.0,1239151.0,-377186.0,1.0,1.0,1.0,0.0,0,699.0,667.0,3227.0,22290.0,6,1.8843269576002868,1.653696307167766,1.4224280563455982,1.1420501213524599,1.228855263550566,1.1984252313790258,1.1741054858796283,1.2225308791344993,h2_buffer_B360_d,18786.0,-135188.0,1204158.0
24,34740.0,380.0,35120.0,139850.0,1.0,1.0,1.0,0.0,0,6032.0,954780.0,960812.0,-783692.0,1.0,1.0,1.0,0.0,0,159212.0,99810.0,259022.0,254768.0,1.0,1.0,1.0,0.0,0,199984.0,1054970.0,1254954.0,-389074.0,1.0,1.0,1.0,0.0,0,705.0,707.0,3308.0,22316.0,6,2.467883068767132,2.0033607866730287,1.4341338153692678,1.1119911239733282,1.2047882360838347,1.1981269104252135,1.1652184806595391,1.216378882257952,h2_buffer_B360_d,18599.0,-153260.0,1219834.0
25,34166.0,540.0,34706.0,141664.0,1.0,1.0,1.0,0.0,0,6671.0,920770.0,927441.0,-752391.0,1.0,1.0,1.0,0.0,0,156341.0,103260.0,259601.0,253539.0,1.0,1.0,1.0,0.0,0,197178.0,1024570.0,1221748.0,-357188.0,1.0,1.0,1.0,0.0,0,698.0,636.0,3166.0,22102.0,6,1.8020685615635985,1.3672329424799188,1.4415049405272826,1.1301591948593332,1.2073812442099552,1.2025694514771048,1.1699349666281642,1.2172596151478101,h2_buffer_B360_d,18780.0,-143314.0,1187042.0
26,34303.0,320.0,34623.0,141222.0,1.0,1.0,1.0,0.0,0,6315.0,928900.0,935215.0,-760530.0,1.0,1.0,1.0,0.0,0,155441.0,99370.0,254811.0,258499.0,1.0,1.0,1.0,0.0,0,196059.0,1028590.0,1224649.0,-360809.0,1.0,1.0,1.0,0.0,0,693.0,690.0,3263.0,21808.0,6,1.671783832776299,1.4089206372813297,1.4499707950357457,1.126124859222654,1.2057294422552345,1.2026594972232914,1.1671280571693572,1.2168368865340662,h2_buffer_B360_d,18666.0,-148103.0,1190026.0
27,34425.0,740.0,35165.0,140195.0,0.9986679986679987,1.0,0.9993304879069378,-0.001332001332001287,0,5964.0,928600.0,934564.0,-759474.0,1.0013986013986014,1.0,1.00069905627403,0.0013986013986013734,0,157893.0,100170.0,258063.0,255647.0,1.0,1.0,1.0,0.0,0,198282.0,1029510.0,1227792.0,-363632.0,1.0,1.0,1.0,0.0,0,697.0,636.0,3184.0,22137.0,6,2.2376813843408083,1.7899874777911087,1.4286290817012877,1.1416216639563475,1.2058979297359036,1.2136693986045706,1.1621810300475495,1.2265465643796356,h2_buffer_B360_d,18357.0,-149216.0,1192627.0
28,35127.0,130.0,35257.0,139888.0,1.0,0.9998327479511624,0.9999162408911969,0.00016725204883760725,0,5757.0,948980.0,954737.0,-778482.0,1.0,1.0001729206294312,1.0000867077083153,-0.00017292062943119468,0,158125.0,101500.0,259625.0,252735.0,1.0,1.0,1.0,0.0,0,199009.0,1050610.0,1249619.0,-385859.0,1.0,1.0,1.0,0.0,0,704.0,676.0,3265.0,22402.0,6,2.1678274738388104,1.4546087804538248,1.4470310974717364,1.1492234673313813,1.191604941576499,1.2038309869149262,1.1636917083968594,1.222405121178671,h2_buffer_B360_d,18994.0,-157185.0,1214362.0
29,34304.0,650.0,34954.0,140486.0,1.0,1.0,1.0,0.0,0,6339.0,942780.0,949119.0,-772449.0,1.0,1.0,1.0,0.0,0,159374.0,102360.0,261734.0,250231.0,1.0,1.0,1.0,0.0,0,200017.0,1045790.0,1245807.0,-381732.0,1.0,1.0,1.0,0.0,0,710.0,659.0,3219.0,22558.0,6,1.7676494218079495,1.3918127772580497,1.4269019048622673,1.1433483028398008,1.2175815797882918,1.2030169941759534,1.17195070492126,1.220287201319841,h2_buffer_B360_d,18723.0,-124898.0,1210853.0
