seed,pre_holding_cost,pre_backlog_cost,pre_system_cost,pre_profit_psc,pre_fill_hc1,pre_fill_hc2,pre_fill_agg,pre_fill_dispersion,pre_lost_u,during_holding_cost,during_backlog_cost,during_system_cost,during_profit_psc,during_fill_hc1,during_fill_hc2,during_fill_agg,during_fill_dispersion,during_lost_u,post_holding_cost,post_backlog_cost,post_system_cost,post_profit_psc,post_fill_hc1,post_fill_hc2,post_fill_agg,post_fill_dispersion,post_lost_u,episode_holding_cost,episode_backlog_cost,episode_system_cost,episode_profit_psc,episode_fill_hc1,episode_fill_hc2,episode_fill_agg,episode_fill_dispersion,episode_lost_u,peak_backlog_ds1,peak_backlog_ds2,peak_backlog_system,aub_ds1_during_post,ttr_ds1,pre_bullwhip_ds1,pre_bullwhip_ds2,during_bullwhip_ds1,during_bullwhip_ds2,post_bullwhip_ds1,post_bullwhip_ds2,episode_bullwhip_ds1,episode_bullwhip_ds2,policy,premium,coverage,dp_cost
16,27605.0,320.0,27925.0,147090.0,1.0,1.0,1.0,0.0,0,9605.0,805430.0,815035.0,-636670.0,1.0,1.0,1.0,0.0,0,148622.0,88280.0,236902.0,273093.0,1.0,1.0,1.0,0.0,0,185832.0,894030.0,1079862.0,-216487.0,1.0,1.0,1.0,0.0,0,717.0,535.0,2689.0,23941.0,6,1.6912299099509862,1.6912299099509862,1.5306259542880445,1.077139042074879,1.1871494931314344,1.201455432070601,1.162874938341146,1.2129425383192656,h2_buffer_B120_both,11600.0,9419.0,1051937.0
17,27382.0,160.0,27542.0,147748.0,1.0,1.0,1.0,0.0,0,9759.0,835100.0,844859.0,-664134.0,1.0,1.0,1.0,0.0,0,148416.0,88370.0,236786.0,270309.0,1.0,0.999883761478554,0.9999416382152966,0.00011623852144604374,0,185557.0,923630.0,1109187.0,-246077.0,1.0,0.9999308317482276,0.9999653895407192,6.916825177238906e-05,0,728.0,582.0,2824.0,24529.0,6,1.6810924069407958,1.6810924069407958,1.5314410497256818,1.100479082273937,1.1820515580142346,1.185762607063298,1.164657101213659,1.215552496737065,h2_buffer_B120_both,11562.0,-13331.0,1081645.0
18,27397.0,990.0,28387.0,147483.0,1.0,1.0,1.0,0.0,0,9887.0,820420.0,830307.0,-651482.0,1.0,1.0,1.0,0.0,0,146532.0,90750.0,237282.0,271973.0,1.0,1.0,1.0,0.0,0,183816.0,912160.0,1095976.0,-232026.0,1.0,1.0,1.0,0.0,0,729.0,584.0,2815.0,24457.0,6,1.7455421184320268,1.7455421184320268,1.5450662717708672,1.023353697612927,1.1933372953976404,1.1868801031709386,1.1716391426859594,1.1999998281361992,h2_buffer_B120_both,11738.0,-15992.0,1067589.0
19,27430.0,360.0,27790.0,148075.0,1.0,1.0,1.0,0.0,0,9975.0,818440.0,828415.0,-649135.0,1.0,1.0,1.0,0.0,0,145993.0,87310.0,233303.0,273702.0,1.0,1.0,1.0,0.0,0,183398.0,906110.0,1089508.0,-227358.0,1.0,1.0,1.0,0.0,0,719.0,565.0,2780.0,24178.0,6,2.0369940130461974,2.0369940130461974,1.5349670094460788,1.0554711941614645,1.2174146714653995,1.191501388784064,1.1782128840478796,1.2096251342736808,h2_buffer_B120_both,11860.0,7647.0,1061718.0
20,26887.0,670.0,27557.0,150008.0,1.0,1.0,1.0,0.0,0,10152.0,822710.0,832862.0,-653157.0,1.0,1.0,1.0,0.0,0,147760.0,89100.0,236860.0,271650.0,1.0,1.0,1.0,0.0,0,184799.0,912480.0,1097279.0,-231499.0,1.0,1.0,1.0,0.0,0,719.0,588.0,2839.0,24246.0,6,1.4666912736494935,1.4666912736494935,1.5374011815815831,1.0541310397047565,1.2277259248367536,1.1837436117999072,1.1749837646452936,1.2036715287790194,h2_buffer_B120_both,11609.0,-7152.0,1069722.0
21,27477.0,770.0,28247.0,148068.0,1.0,1.0,1.0,0.0,0,10659.0,820940.0,831599.0,-653669.0,1.0,1.0,1.0,0.0,0,144778.0,86740.0,231518.0,276467.0,1.0,1.0,1.0,0.0,0,182914.0,908450.0,1091364.0,-229134.0,1.0,1.0,1.0,0.0,0,722.0,548.0,2747.0,24579.0,6,1.9346607580080535,1.9346607580080535,1.5488269019851102,1.0689814369427084,1.1857732126877665,1.1743399679355326,1.1697711777284787,1.2088620410580704,h2_buffer_B120_both,11774.0,-9209.0,1063117.0
22,27456.0,260.0,27716.0,149704.0,1.0,0.9996685998342999,0.9998343273691186,0.000331400165700102,0,10348.0,816010.0,826358.0,-647408.0,1.0,1.000346680533888,1.0001741705129321,-0.0003466805338880885,0,147286.0,88210.0,235496.0,272459.0,0.999708862233609,1.0,0.9998543038638615,-0.0002911377663910031,0,185090.0,904480.0,1089570.0,-225245.0,0.9998271391529818,1.0,0.9999136039258376,-0.00017286084701817472,0,721.0,551.0,2753.0,24185.0,6,1.6317490093300242,1.6317490093300242,1.5432444808154238,1.0607587324924277,1.2083728586735072,1.183153760011221,1.1721629207341675,1.2049659315581456,h2_buffer_B120_both,11752.0,-355.0,1061854.0
23,27731.0,200.0,27931.0,147424.0,1.0,1.0,1.0,0.0,0,9811.0,805240.0,815051.0,-636101.0,1.0,1.0,1.0,0.0,0,146579.0,88050.0,234629.0,273116.0,1.0,1.0,1.0,0.0,0,184121.0,893490.0,1077611.0,-215561.0,1.0,1.0,1.0,0.0,0,709.0,554.0,2709.0,23823.0,6,2.1192790417203247,2.1192790417203247,1.5266684225276472,1.0765015362941082,1.1867272963938424,1.1870513369766251,1.1669603162728186,1.21283958336506,h2_buffer_B120_both,11724.0,19290.0,1049680.0
24,27601.0,380.0,27981.0,147209.0,1.0,1.0,1.0,0.0,0,9593.0,822780.0,832373.0,-652218.0,1.0,1.0,1.0,0.0,0,148386.0,87570.0,235956.0,274559.0,1.0,1.0,1.0,0.0,0,185580.0,910730.0,1096310.0,-230450.0,1.0,1.0,1.0,0.0,0,718.0,576.0,2779.0,24033.0,6,2.031342312121364,2.031342312121364,1.534023722855128,1.0600744457674232,1.1927416605274266,1.182259687376755,1.1650406966836828,1.2081015412824114,h2_buffer_B120_both,11460.0,-1755.0,1068329.0
25,26881.0,520.0,27401.0,149159.0,1.0,1.0,1.0,0.0,0,10410.0,807260.0,817670.0,-639650.0,1.0,1.0,1.0,0.0,0,145674.0,88090.0,233764.0,276156.0,1.0,1.0,1.0,0.0,0,182965.0,895870.0,1078835.0,-214335.0,1.0,1.0,1.0,0.0,0,719.0,543.0,2731.0,24045.0,6,1.7440348964013084,1.7440348964013084,1.5281180802000873,1.0496817568902574,1.180099023193255,1.1906978993509383,1.1632049285536858,1.2072948836030155,h2_buffer_B120_both,11475.0,-7706.0,1051434.0
26,27345.0,350.0,27695.0,148345.0,1.0,1.0,1.0,0.0,0,9901.0,812780.0,822681.0,-644866.0,1.0,1.0,1.0,0.0,0,145321.0,85780.0,231101.0,278809.0,1.0,1.0,1.0,0.0,0,182567.0,898910.0,1081477.0,-217712.0,1.0,1.0,1.0,0.0,0,720.0,560.0,2770.0,23862.0,6,1.6059959613640193,1.6059959613640193,1.5424788004319576,1.0582262188812166,1.185703124125797,1.200292308432698,1.1634459219383766,1.2078740017873124,h2_buffer_B120_both,11738.0,-11859.0,1053782.0
27,27648.0,660.0,28308.0,147252.0,0.9988344988344988,1.0,0.9994141769185706,-0.0011655011655011815,0,9761.0,794450.0,804211.0,-625966.0,1.0012237762237761,1.0,1.0006116742397764,0.0012237762237761185,0,146375.0,89150.0,235525.0,274465.0,1.0,1.0,1.0,0.0,0,183784.0,884260.0,1068044.0,-204249.0,1.0,1.0,1.0,0.0,0,710.0,530.0,2668.0,23853.0,6,1.7880726024134648,1.7880726024134648,1.5275489550160242,1.038450813813201,1.204123671997456,1.191876089605822,1.1698877017343234,1.204598894227789,h2_buffer_B120_both,11500.0,3675.0,1039736.0
28,27477.0,110.0,27587.0,147878.0,1.0,1.0,1.0,0.0,0,9389.0,814310.0,823699.0,-644164.0,1.0,1.0,1.0,0.0,0,146880.0,87590.0,234470.0,274350.0,1.0,1.0,1.0,0.0,0,183746.0,902010.0,1085756.0,-221936.0,1.0,1.0,1.0,0.0,0,717.0,548.0,2735.0,24069.0,6,1.6125039704116846,1.6125039704116846,1.554640181658425,1.0748155980508463,1.1991430246808992,1.1901252658008203,1.1698292694252175,1.2102788349565452,h2_buffer_B120_both,11324.0,-992.0,1058169.0
29,27118.0,620.0,27738.0,147902.0,1.0,1.0,1.0,0.0,0,9993.0,821570.0,831563.0,-651838.0,1.0,1.0,1.0,0.0,0,146447.0,86160.0,232607.0,276013.0,1.0,1.0,1.0,0.0,0,183558.0,908350.0,1091908.0,-227923.0,1.0,1.0,1.0,0.0,0,725.0,534.0,2726.0,24283.0,6,1.5269112282124038,1.5269112282124038,1.5212803238647634,1.0987224337597195,1.1796838719595053,1.1890350700411492,1.1597899979232915,1.213916819859941,h2_buffer_B120_both,11507.0,21785.0,1064170.0
30,27587.0,1060.0,28647.0,147108.0,1.0,1.0,1.0,0.0,0,10316.0,840460.0,850776.0,-670421.0,1.0,1.0,1.0,0.0,0,149071.0,87410.0,236481.0,270799.0,1.0,0.9998830751242327,0.9999416824610001,0.00011692487576731025,0,186974.0,928930.0,1115904.0,-252514.0,1.0,0.9999305676097899,0.9999654086962537,6.943239021006686e-05,0,742.0,582.0,2829.0,24993.0,6,1.6577800242620295,1.6577800242620295,1.5498069635083271,1.0571406085010882,1.1950369226050332,1.1891361758672612,1.174337328000544,1.2075475134914864,h2_buffer_B120_both,11696.0,5755.0,1087257.0
11,22532.0,390.0,22922.0,152668.0,1.0,1.0,1.0,0.0,0,5477.0,877010.0,882487.0,-702887.0,1.0,1.0,1.0,0.0,0,130642.0,91310.0,221952.0,287618.0,1.0,1.0,1.0,0.0,0,158651.0,968710.0,1127361.0,-262601.0,1.0,1.0,1.0,0.0,0,724.0,683.0,3019.0,24262.0,6,2.012502281438219,2.8792684364043484,1.5376942734765866,1.0742808387870593,1.1909957167065475,1.1955727992756457,1.1643861424483168,1.215421015200489,h2_buffer_B120_d,6285.0,-35347.0,1104439.0
12,21547.0,740.0,22287.0,153663.0,1.0,1.0,1.0,0.0,0,5976.0,867070.0,873046.0,-694751.0,1.0,1.0,1.0,0.0,0,128865.0,92670.0,221535.0,288825.0,1.0,1.0,1.0,0.0,0,156388.0,960480.0,1116868.0,-252263.0,1.0,1.0,1.0,0.0,0,721.0,681.0,3013.0,24352.0,6,2.1310231964728876,1.563592686507407,1.546759986467866,1.0759067234188602,1.2248286277840559,1.1878353407439024,1.180838529695104,1.2106522662402424,h2_buffer_B120_d,6261.0,-37509.0,1094581.0
13,20930.0,510.0,21440.0,156205.0,1.0,1.0,1.0,0.0,0,5849.0,850370.0,856219.0,-678519.0,1.0,1.0,1.0,0.0,0,128826.0,90540.0,219366.0,288949.0,1.0,1.0,1.0,0.0,0,155605.0,941420.0,1097025.0,-233365.0,1.0,1.0,1.0,0.0,0,720.0,607.0,2882.0,24086.0,6,1.610755587753898,1.6812225915384569,1.5458867270944479,1.1066326382996312,1.1687947318914225,1.172955949304684,1.1536570107004336,1.210161363255679,h2_buffer_B120_d,6233.0,-26161.0,1075585.0
14,21273.0,570.0,21843.0,153507.0,1.0,1.0,1.0,0.0,0,5337.0,865650.0,870987.0,-692547.0,1.0,1.0,1.0,0.0,0,130282.0,90010.0,220292.0,289663.0,1.0,1.0,1.0,0.0,0,156892.0,956230.0,1113122.0,-249377.0,1.0,1.0,1.0,0.0,0,720.0,641.0,2923.0,24062.0,6,1.664466423737637,1.7937562116945505,1.55475769100706,1.1163609899684444,1.2054761821843785,1.1757610858804617,1.170770291912852,1.213881882864851,h2_buffer_B120_d,6131.0,-31342.0,1091279.0
15,21952.0,410.0,22362.0,153543.0,0.9994972347913524,1.0,0.9997494571571739,-0.0005027652086475598,0,5896.0,884780.0,890676.0,-711021.0,1.0005210142410559,1.0,1.000259965337955,0.0005210142410558838,0,129213.0,89260.0,218473.0,291302.0,1.0,1.0,1.0,0.0,0,157061.0,974450.0,1131511.0,-266176.0,1.0,1.0,1.0,0.0,0,728.0,698.0,3067.0,24537.0,6,1.7116088905727094,1.47370662233988,1.5514484290445898,1.1020570920180814,1.1855524494090728,1.1872582676958445,1.1661121552813962,1.21564389684096,h2_buffer_B120_d,6287.0,-23271.0,1109149.0
16,22426.0,360.0,22786.0,152164.0,1.0,1.0,1.0,0.0,0,5407.0,856200.0,861607.0,-683762.0,1.0,1.0,1.0,0.0,0,128546.0,89970.0,218516.0,291739.0,1.0,1.0,1.0,0.0,0,156379.0,946530.0,1102909.0,-239859.0,1.0,1.0,1.0,0.0,0,715.0,656.0,2929.0,23886.0,6,1.992761986645421,2.114199477640881,1.5282062414559876,1.1126393168739688,1.2013605820499738,1.1882648063075711,1.1697329760787178,1.2210325727342828,h2_buffer_B120_d,6461.0,-18767.0,1080123.0
17,22106.0,160.0,22266.0,152964.0,1.0,1.0,1.0,0.0,0,5585.0,887930.0,893515.0,-713425.0,1.0,1.0,1.0,0.0,0,131613.0,90940.0,222553.0,285172.0,1.0,0.999883761478554,0.9999416382152966,0.00011623852144604374,0,159304.0,979030.0,1138334.0,-275289.0,1.0,0.9999308317482276,0.9999653895407192,6.916825177238906e-05,0,729.0,697.0,3061.0,24513.0,6,2.098746581902475,2.2022049966698325,1.5245108304568302,1.125198050203326,1.206421814187842,1.1814187000997038,1.1754252908566494,1.2206318174193322,h2_buffer_B120_d,6286.0,-47754.0,1116068.0
18,21874.0,1030.0,22904.0,152881.0,1.0,1.0,1.0,0.0,0,5678.0,876170.0,881848.0,-703428.0,1.0,1.0,1.0,0.0,0,129103.0,93510.0,222613.0,287062.0,1.0,1.0,1.0,0.0,0,156655.0,970710.0,1127365.0,-263485.0,1.0,1.0,1.0,0.0,0,730.0,696.0,3053.0,24564.0,6,1.799713193116635,1.7726507018992568,1.543839684408929,1.0685239887865756,1.1806765427563604,1.1860721564842212,1.1651843005732845,1.208957863910632,h2_buffer_B120_d,6255.0,-52864.0,1104461.0
19,21984.0,390.0,22374.0,153411.0,1.0,1.0,1.0,0.0,0,5780.0,870810.0,876590.0,-697780.0,1.0,1.0,1.0,0.0,0,127566.0,87840.0,215406.0,292074.0,1.0,1.0,1.0,0.0,0,155330.0,959040.0,1114370.0,-252295.0,1.0,1.0,1.0,0.0,0,718.0,679.0,3003.0,24180.0,6,2.0833901515151516,2.45835756621294,1.5387208850488012,1.0979171081921484,1.190391787063562,1.1849051438222515,1.166350023778056,1.217356518907758,h2_buffer_B120_d,6444.0,-22631.0,1091996.0
20,21634.0,650.0,22284.0,155206.0,1.0,1.0,1.0,0.0,0,5854.0,870600.0,876454.0,-697134.0,1.0,1.0,1.0,0.0,0,129067.0,91200.0,220267.0,288673.0,1.0,1.0,1.0,0.0,0,156555.0,962450.0,1119005.0,-253255.0,1.0,1.0,1.0,0.0,0,715.0,695.0,3051.0,24105.0,6,2.14722749886929,2.2824521763562715,1.5361963265477026,1.08926696648013,1.1903342631491194,1.179737396312246,1.1652135497929683,1.2127243618990065,h2_buffer_B120_d,6336.0,-34151.0,1096721.0
21,21936.0,780.0,22716.0,153529.0,1.0,1.0,1.0,0.0,0,6363.0,870990.0,877353.0,-699893.0,1.0,1.0,1.0,0.0,0,128337.0,88220.0,216557.0,291918.0,1.0,1.0,1.0,0.0,0,156636.0,959990.0,1116626.0,-254446.0,1.0,1.0,1.0,0.0,0,722.0,656.0,2992.0,24597.0,6,2.094000839734249,1.7480824474464811,1.551134952860317,1.1130548992889058,1.1776166680963953,1.1724394556085511,1.165868201588279,1.2157616535830054,h2_buffer_B120_d,6243.0,-40002.0,1093910.0
22,21984.0,260.0,22244.0,155106.0,1.0,0.9996685998342999,0.9998343273691186,0.000331400165700102,0,5999.0,866780.0,872779.0,-694344.0,1.0,1.000346680533888,1.0001741705129321,-0.0003466805338880885,0,129446.0,91750.0,221196.0,287284.0,0.999708862233609,1.0,0.9998543038638615,-0.0002911377663910031,0,157429.0,958790.0,1116219.0,-251954.0,0.9998271391529818,1.0,0.9999136039258376,-0.00017286084701817472,0,720.0,668.0,3000.0,24128.0,6,1.7067881903198634,1.6197990131777542,1.5454749164469987,1.0944773576188298,1.2008880246475366,1.176359654811736,1.1672349980351266,1.2091741117986212,h2_buffer_B120_d,6280.0,-32476.0,1093975.0
23,22106.0,220.0,22326.0,152974.0,1.0,1.0,1.0,0.0,0,5564.0,859330.0,864894.0,-686364.0,1.0,1.0,1.0,0.0,0,130046.0,92310.0,222356.0,285829.0,1.0,1.0,1.0,0.0,0,157716.0,951860.0,1109576.0,-247561.0,1.0,1.0,1.0,0.0,0,712.0,665.0,2950.0,23939.0,6,2.046020270625098,2.0387973381281634,1.5221301440985857,1.1076556494902023,1.2094940765176578,1.196605743094363,1.1708265673066038,1.2205620400592156,h2_buffer_B120_d,6119.0,-18280.0,1087250.0
24,22175.0,380.0,22555.0,152550.0,1.0,1.0,1.0,0.0,0,5481.0,878410.0,883891.0,-704276.0,1.0,1.0,1.0,0.0,0,131131.0,90230.0,221361.0,289714.0,1.0,1.0,1.0,0.0,0,158787.0,969020.0,1127807.0,-262012.0,1.0,1.0,1.0,0.0,0,717.0,687.0,3030.0,24039.0,6,2.136925661419893,2.1424856293359764,1.5345540854111723,1.103440020926003,1.199348256734358,1.1725963540782927,1.1644213104793684,1.2132880526612477,h2_buffer_B120_d,6034.0,-38678.0,1105252.0
25,21774.0,540.0,22314.0,154191.0,1.0,1.0,1.0,0.0,0,6146.0,854140.0,860286.0,-682736.0,1.0,1.0,1.0,0.0,0,129757.0,89290.0,219047.0,291618.0,1.0,1.0,1.0,0.0,0,157677.0,943970.0,1101647.0,-236927.0,1.0,1.0,1.0,0.0,0,720.0,656.0,2950.0,23974.0,6,2.1478297417086964,2.313655566182372,1.5326773513153915,1.1027525978148582,1.192569023252659,1.2121302507691663,1.1697339502905144,1.2234243946312746,h2_buffer_B120_d,6388.0,-35605.0,1079333.0
26,21823.0,310.0,22133.0,153832.0,1.0,1.0,1.0,0.0,0,5718.0,864100.0,869818.0,-692728.0,1.0,1.0,1.0,0.0,0,127014.0,88000.0,215014.0,295636.0,1.0,1.0,1.0,0.0,0,154555.0,952410.0,1106965.0,-243260.0,1.0,1.0,1.0,0.0,0,716.0,671.0,3004.0,23743.0,6,1.6234966749988207,1.499149115368419,1.5514470698250649,1.1118088162370776,1.197822784730259,1.180103645170946,1.1653704478155031,1.212708899094775,h2_buffer_B120_d,6176.0,-42909.0,1084832.0
27,22282.0,710.0,22992.0,152493.0,0.9988344988344988,1.0,0.9994141769185706,-0.0011655011655011815,0,5539.0,849150.0,854689.0,-677159.0,1.0012237762237761,1.0,1.0006116742397764,0.0012237762237761185,0,129129.0,92540.0,221669.0,289051.0,1.0,1.0,1.0,0.0,0,156950.0,942400.0,1099350.0,-235615.0,1.0,1.0,1.0,0.0,0,711.0,643.0,2903.0,23930.0,6,2.4324698534300295,2.6394403659329315,1.5259532448004582,1.0673394829272602,1.1876499814387613,1.177279498428988,1.1666630490548167,1.2091213538542296,h2_buffer_B120_d,6184.0,-32947.0,1076358.0
28,22641.0,130.0,22771.0,152589.0,1.0,0.9998327479511624,0.9999162408911969,0.00016725204883760725,0,5255.0,873090.0,878345.0,-699650.0,1.0,1.0001729206294312,1.0000867077083153,-0.00017292062943119468,0,128945.0,89280.0,218225.0,291440.0,1.0,1.0,1.0,0.0,0,156841.0,962500.0,1119341.0,-255621.0,1.0,1.0,1.0,0.0,0,720.0,661.0,2982.0,24149.0,6,2.2680601941855123,1.4330561240040056,1.5534191131787303,1.106498735422879,1.1941952206325497,1.1772303692099144,1.170802857367186,1.2113834730454554,h2_buffer_B120_d,6508.0,-39393.0,1096570.0
29,21661.0,630.0,22291.0,153274.0,1.0,1.0,1.0,0.0,0,5752.0,876750.0,882502.0,-703412.0,1.0,1.0,1.0,0.0,0,128398.0,89400.0,217798.0,291472.0,1.0,1.0,1.0,0.0,0,155811.0,966780.0,1122591.0,-258666.0,1.0,1.0,1.0,0.0,0,725.0,656.0,2982.0,24291.0,6,1.9101494275179507,1.8514933714663957,1.5198709528240864,1.1298349970335884,1.193901896257729,1.1796946039887353,1.1633174609373684,1.2188367051022133,h2_buffer_B120_d,6060.0,-14345.0,1100300.0
30,23361.0,1500.0,24861.0,151174.0,1.0,1.0,1.0,0.0,0,6940.0,865960.0,872900.0,-693085.0,1.0,1.0,1.0,0.0,0,130314.0,88810.0,219124.0,288351.0,1.0,0.9998830751242327,0.9999416824610001,0.00011692487576731025,0,160615.0,956270.0,1116885.0,-253560.0,1.0,0.9999305676097899,0.9999654086962537,6.943239021006686e-05,0,742.0,626.0,2951.0,24992.0,6,1.5106957608776772,2.141116746575184,1.549687810653531,1.0558718141203964,1.1798824716712606,1.1867036626933647,1.1637400667855042,1.1934826236749982,h2_buffer_B120_d,7910.0,988.0,1092024.0
11,39500.0,420.0,39920.0,135780.0,1.0,1.0,1.0,0.0,0,14157.0,824370.0,838527.0,-659472.0,1.0,1.0,1.0,0.0,0,177043.0,91220.0,268263.0,242047.0,1.0,1.0,1.0,0.0,0,230700.0,916010.0,1146710.0,-281645.0,1.0,1.0,1.0,0.0,0,719.0,465.0,2702.0,23336.0,6,1.7815212222090122,1.7815212222090122,1.4773727585697625,1.0851594579320047,1.1855704365092201,1.216014366492262,1.1643171705696023,1.2160233780460246,h2_buffer_B240_both,23283.0,-37698.0,1106790.0
12,38720.0,740.0,39460.0,136590.0,1.0,1.0,1.0,0.0,0,14769.0,814370.0,829139.0,-651289.0,1.0,1.0,1.0,0.0,0,173544.0,91050.0,264594.0,246206.0,1.0,1.0,1.0,0.0,0,227033.0,906160.0,1133193.0,-268493.0,1.0,1.0,1.0,0.0,0,713.0,440.0,2646.0,23225.0,6,1.510844000569574,1.510844000569574,1.4789811413550573,1.080343619753459,1.1878603862174195,1.20291680926455,1.1598999094331104,1.213299046929405,h2_buffer_B240_both,23434.0,-36661.0,1093733.0
13,38173.0,650.0,38823.0,138897.0,1.0,1.0,1.0,0.0,0,14835.0,805130.0,819965.0,-642645.0,1.0,1.0,1.0,0.0,0,173647.0,90040.0,263687.0,245008.0,1.0,1.0,1.0,0.0,0,226655.0,895820.0,1122475.0,-258740.0,1.0,1.0,1.0,0.0,0,712.0,400.0,2563.0,23087.0,6,1.8583651026392969,1.8583651026392969,1.4949932793474008,1.0889304468803271,1.192881684766843,1.1931760787058718,1.1629962451432436,1.212517119622471,h2_buffer_B240_both,23616.0,-34228.0,1083652.0
14,38757.0,620.0,39377.0,136043.0,1.0,1.0,1.0,0.0,0,14054.0,807570.0,821624.0,-643614.0,1.0,1.0,1.0,0.0,0,176664.0,91190.0,267854.0,242761.0,1.0,1.0,1.0,0.0,0,229475.0,899380.0,1128855.0,-264810.0,1.0,1.0,1.0,0.0,0,712.0,406.0,2567.0,22961.0,6,1.949471032745592,1.949471032745592,1.4920745501293964,1.1314944549801274,1.2088029035881043,1.1974220453443558,1.1711758240785621,1.22090603261771,h2_buffer_B240_both,23665.0,-29541.0,1089478.0
15,39210.0,410.0,39620.0,136365.0,0.9994972347913524,1.0,0.9997494571571739,-0.0005027652086475598,0,14643.0,823640.0,838283.0,-659268.0,1.0005210142410559,1.0,1.000259965337955,0.0005210142410558838,0,174584.0,89990.0,264574.0,246056.0,1.0,1.0,1.0,0.0,0,228437.0,914040.0,1142477.0,-276847.0,1.0,1.0,1.0,0.0,0,715.0,455.0,2673.0,23238.0,6,1.635216748768473,1.635216748768473,1.4900381212687908,1.0837381294220862,1.1803344701688343,1.211116503252717,1.160567426922672,1.2144495394274604,h2_buffer_B240_both,23545.0,-16979.0,1102857.0
16,39637.0,320.0,39957.0,135078.0,1.0,1.0,1.0,0.0,0,14265.0,805010.0,819275.0,-641850.0,1.0,1.0,1.0,0.0,0,175148.0,90670.0,265818.0,245117.0,1.0,1.0,1.0,0.0,0,229050.0,896000.0,1125050.0,-261655.0,1.0,1.0,1.0,0.0,0,710.0,419.0,2575.0,22969.0,6,1.5535288259378117,1.5535288259378117,1.4731425398615257,1.0941743550506535,1.1901396420244865,1.2229451520670604,1.1586043489433153,1.219211925743251,h2_buffer_B240_both,23632.0,-23737.0,1085093.0
17,39118.0,160.0,39278.0,136032.0,1.0,1.0,1.0,0.0,0,14339.0,828870.0,843209.0,-663534.0,1.0,1.0,1.0,0.0,0,176369.0,90250.0,266619.0,241631.0,1.0,0.999883761478554,0.9999416382152966,0.00011623852144604374,0,229826.0,919280.0,1149106.0,-285871.0,1.0,0.9999308317482276,0.9999653895407192,6.916825177238906e-05,0,717.0,451.0,2663.0,23370.0,6,1.8133115809431422,1.8133115809431422,1.479018640555651,1.1244073243404393,1.186367725900264,1.2052755508001574,1.163678075269663,1.2235220321635787,h2_buffer_B240_both,23298.0,-41514.0,1109828.0
18,39131.0,990.0,40121.0,135759.0,1.0,1.0,1.0,0.0,0,14384.0,805900.0,820284.0,-642554.0,1.0,1.0,1.0,0.0,0,173112.0,91890.0,265002.0,245378.0,1.0,1.0,1.0,0.0,0,226627.0,898780.0,1125407.0,-261417.0,1.0,1.0,1.0,0.0,0,702.0,453.0,2636.0,22741.0,6,2.0633313143549366,2.0633313143549366,1.4939620427234428,1.0680228278658885,1.1826982115076665,1.1902968568273846,1.166105662737632,1.2088880332351,h2_buffer_B240_both,23472.0,-33689.0,1085286.0
19,38821.0,370.0,39191.0,136704.0,1.0,1.0,1.0,0.0,0,14582.0,819560.0,834142.0,-655902.0,1.0,1.0,1.0,0.0,0,173546.0,90520.0,264066.0,243979.0,1.0,1.0,1.0,0.0,0,226949.0,910450.0,1137399.0,-275219.0,1.0,1.0,1.0,0.0,0,713.0,460.0,2680.0,23228.0,6,1.6490073394098161,1.6490073394098161,1.4811242832997564,1.0687097513457784,1.2062521893905656,1.2066090654556298,1.1682541745548967,1.212060004131798,h2_buffer_B240_both,23261.0,-28843.0,1098208.0
20,38745.0,670.0,39415.0,138150.0,1.0,1.0,1.0,0.0,0,14688.0,826470.0,841158.0,-662473.0,1.0,1.0,1.0,0.0,0,176787.0,92070.0,268857.0,240953.0,1.0,1.0,1.0,0.0,0,230220.0,919210.0,1149430.0,-283370.0,1.0,1.0,1.0,0.0,0,715.0,480.0,2735.0,23323.0,6,1.512023833748128,1.512023833748128,1.4726836589771388,1.0842065513944177,1.2158016958766293,1.1933290626884496,1.1676386029572057,1.2079906227291632,h2_buffer_B240_both,23467.0,-47445.0,1110015.0
21,39152.0,820.0,39972.0,136373.0,1.0,1.0,1.0,0.0,0,15271.0,818360.0,833631.0,-656751.0,1.0,1.0,1.0,0.0,0,174510.0,90360.0,264870.0,244425.0,1.0,1.0,1.0,0.0,0,228933.0,909540.0,1138473.0,-275953.0,1.0,1.0,1.0,0.0,0,715.0,420.0,2619.0,23530.0,6,1.717689398903012,1.717689398903012,1.4935418512960987,1.0830637300238313,1.2166658605540894,1.1909227613654694,1.1756608134001774,1.2084380022486971,h2_buffer_B240_both,23499.0,-44593.0,1098501.0
22,39196.0,260.0,39456.0,137964.0,1.0,0.9996685998342999,0.9998343273691186,0.000331400165700102,0,14949.0,812670.0,827619.0,-649744.0,1.0,1.000346680533888,1.0001741705129321,-0.0003466805338880885,0,174100.0,91520.0,265620.0,243435.0,0.999708862233609,1.0,0.9998543038638615,-0.0002911377663910031,0,228245.0,904450.0,1132695.0,-268345.0,0.9998271391529818,1.0,0.9999136039258376,-0.00017286084701817472,0,712.0,431.0,2628.0,23123.0,6,1.6888321683376988,1.6888321683376988,1.485581440115135,1.0983268151398347,1.193670528991668,1.189200285524227,1.1637732753030214,1.212790076130509,h2_buffer_B240_both,23492.0,-31740.0,1093239.0
